TID,TH
TID_ROBO_WARS_8,Some Assembly Required
TID_ROBO_WARS_9,Factory Siege
TID_GOLDRUSH_12,Diamond Dust
TID_GOLDRUSH_13,Four Squared
TID_GOLDRUSH_14,Vantage Point
TID_GOLDRUSH_15,Hop Skip
TID_GOLDRUSH_16,Countdown
TID_GOLDRUSH_17,Escape Velocity
TID_GOLDRUSH_18,Deep Link
TID_BATTLE_ROYALE_13,Hot Point
TID_BATTLE_ROYALE_14,Courtyard
TID_BATTLE_ROYALE_15,Sundial
TID_BATTLE_ROYALE_16,Superstar
TID_BATTLE_ROYALE_17,Passage
TID_BATTLE_ROYALE_18,Clockwork
TID_BALL_8,Bank Shot
TID_BALL_9,Playbox
TID_BALL_10,Penalty Kick
TID_BALL_11,Substitute
TID_BANKHEIST_14,Royal Tribute
TID_HERO_DISABLED_CURRENTLY_PRINT,This Brawler is temporarily not available. Try again later!
TID_NEXT_ROBO_IN,Next Siege in:
TID_ROBO_WARS_OWN_ROBO_SPAWNED,<c998888ff>Your team</c> assembled a Level <num> Siege Robot!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED,<c99dd3333>Enemy team</c> assembled a Level <num> Siege Robot!
TID_HERO_DISABLED_CURRENTLY_START_GAME,This Brawler is temporarily not available. Try another Brawler!
TID_HERO_COMING_SOON,Brawler arriving soon!
TID_NO_ROBOS_SPAWNED,Tie! No Siege Robots spawned!
TID_LAST_ROBO_IN,Last Siege in:
TID_ROBO_LEVEL,Siege Robot LVL: <num>
TID_BATTLE_ROYALE_19,Erratic Blocks
TID_BATTLE_ROYALE_20,Fallen Star
TID_BATTLE_ROYALE_21,Eye of the Storm
TID_BATTLE_ROYALE_22,Flood Plains
TID_BATTLE_ROYALE_23,River Rush
TID_BATTLE_ROYALE_24,Double Cross
TID_BATTLE_ROYALE_25,Walled Garden
TID_BATTLE_ROYALE_26,Old Bailey
TID_BATTLE_ROYALE_27,Sooty Snow
TID_BALL_12,Happy Feet
TID_BALL_13,Square Off
TID_BALL_14,Slot Machine
TID_BALL_15,Pinball Dreams
TID_BALL_16,Barrel Vault
TID_GOLDRUSH_19,Spring Trap
TID_GOLDRUSH_20,Bishop to King 4
TID_GOLDRUSH_21,Cross Cut
TID_GOLDRUSH_22,Acute Angle
TID_GOLDRUSH_23,Bouncing Echo
TID_GOLDRUSH_24,Cell Division
TID_GOLDRUSH_25,Double Swoosh
TID_GOLDRUSH_26,Yin Yang
string,string
TID_REVOKE_TITLE,ข้อความจากฝ่ายสนับสนุน
TID_REVOKE_OK,ตกลง
TID_TEAM_REQEST_JOIN_FAIL_UNMERGEABLE_TEAMS,ไม่สามารถส่งคำขอเข้าร่วมได้ คุณอยู่ในทีมอยู่แล้ว
TID_TEAM_REQEST_JOIN_FAIL_PENDING_INVITE,ไม่สามารถส่งคำขอเข้าร่วมได้ คุณมีคำเชิญทีมที่รอดำเนินการอยู่
TID_TEAM_REQEST_JOIN_FAIL_PENDING_JOIN_REQUEST,ไม่สามารถส่งคำขอเข้าร่วมได้ คุณมีคำขอเข้าร่วมที่รอดำเนินการอยู่
TID_TEAM_REQUEST_JOIN_REQUEST_CANCELLED,คำขอเข้าร่วมถูกยกเลิก
TID_TEAM_JOIN_REQUEST_POPUP_TITLE,ฉันอยากเข้าร่วมทีมของคุณ
TID_BATTLE_LOG_TVST_RESULT_0,<c00ff00>ชัยชนะ</c>
TID_BATTLE_LOG_TVST_RESULT_1,<ccc0000>พ่ายแพ้</c>
TID_BATTLE_LOG_TVST_RESULT_2,<ccccccc>เสมอ</c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_0,<c00ff00>อันดับ <RANK></c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_1,<ccc0000>อันดับ <RANK></c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_2,<ccccccc>อันดับ <RANK></c>
TID_BATTLE_LOG_AGE,<TIME> ที่แล้ว
TID_BATTLE_LOG_HERO_LEVEL_LABEL,เลเวล
TID_BATTLE_LOG_TVST_VERSUS,VS
TID_BATTLE_LOG_TITLE,บันทึกการต่อสู้
TID_BATTLE_LOG_REPLAY,รีเพลย์
TID_BATTLE_LOG_SURVIVED_FOR,รอดชีวิตเป็นเวลา <TIME>
TID_BATTLE_LOG_VICTORY_IN,พิชิตบรอว์เลอร์ยักษ์ใน <TIME>
TID_BATTLE_LOG_MVP,ผู้เล่นเด่น
TID_BATTLE_LOG_FRIENDLY,ฉันมิตร
TID_BATTLE_LOG_PVP,จัดอันดับ
TID_BATTLE_LOG_NO_ENTRIES,ไม่มีข้อมูล
TID_BATTLE_LOG_THIS_IS_A_BOT,นี่คือบอท
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_DISABLED,รีเพลย์ถูกปิดใช้งานในขณะนี้
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_AVAILABLE,รีเพลย์ยังใช้งานไม่ได้
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW,ไม่มีรีเพลย์: ถ้วยรางวัลบรอว์เลอร์น้อยเกินไป
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW_TROPHIES,เก็บถ้วยรางวัลบรอว์เลอร์ <NUM> ถ้วยเพื่อปลดล็อครีเพลย์
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_SERVER_ERROR,ไม่มีรีเพลย์: การบันทึกล้มเหลว
TID_BATTLE_LOG_REPLAY_INFO_REPLAY_EXPIRED,รีเพลย์ใช้งานไม่ได้แล้ว
TID_PLAYER_XP_LEVEL,เลเวล
TID_PLAYER_RANK_TIER_0,I
TID_PLAYER_RANK_TIER_1,II
TID_PLAYER_RANK_TIER_2,III
TID_PLAYER_RANK_TIER_3,IV
TID_PLAYER_RANK_TIER_4,V
TID_PLAYER_RANK_TIER_5,VI
TID_ADD_FRIEND_FAILED,ไม่สามารถเพิ่มเพื่อนได้
TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED,ลิงก์เพื่อนหมดอายุแล้ว!
TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL,ไม่สามารถเพิ่มเพื่อนได้ รายชื่อเพื่อนของเขาเต็มแล้ว!
TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL,ไม่สามารถเพิ่มเพื่อนได้ รายชื่อเพื่อนของคุณเต็มแล้ว!
TID_ADD_FRIEND_FAILED_BANNED,ไม่สามารถเพิ่มเพื่อนได้ ผู้ใช้ถูกแบน
TID_KEYPOOL_KEYS_REMAINING,เหลืออีก <VALUE>
TID_KEYPOOL_NEXT_PATCH,โทเค็น +<KEYS> ชิ้นใน <TIME>
TID_TOP_HUD_NEXT_REWARD,รางวัลถัดไป
TID_RANK_UP_REWARD_REPLACED_TITLE,ยืนยันรางวัลสำรอง
TID_RANK_UP_REWARD_REPLACED_POWER,ไม่สามารถเลือกบรอว์เลอร์ที่จะรับค่าพลังจำนวน <AMOUNT> ได้\n\nต้องการรับรางวัลสำรองแทนหรือไม่?
TID_RANK_UP_REWARD_REPLACED_HERO,เนื่องจากคุณมี <NAME> อยู่แล้ว คุณจะได้รับรางวัลสำรอง
TID_PLAYER_INFO_SEND_FRIEND_REQUEST,ส่งคำขอเป็นเพื่อน
TID_PLAYER_INFO_REMOVE_FRIEND,ลบออกจากรายชื่อเพื่อน
TID_PLAYER_INFO_FRIEND_REQUEST_SENT,ส่งคำขอเป็นเพื่อนแล้ว
TID_PLAYER_INFO_IS_YOUR_FRIEND,เพื่อน\nในเกม
TID_POWER_POINTS,ค่าพลัง
TID_HERO_INFO_LEVEL,พลัง
TID_HERO_INFO_RANK,อันดับ
TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL,อัปเกรดเป็นเลเวลพลัง <LVL>
TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL,แตะอีกครั้งเพื่อยืนยัน
TID_HERO_INFO_MAX_LEVEL,พลังสูงสุด
TID_HERO_INFO_MORE_POWER_NEEDED,รวบรวมค่าพลังเพิ่มเพื่ออัปเกรด!
TID_HERO_INFO_LEVEL_UP_ERROR_4,บรอว์เลอร์มีค่าพลังไม่เพียงพอ
TID_HERO_INFO_LEVEL_UP_ERROR_3,คุณมีเหรียญไม่เพียงพอ!
TID_HERO_INFO_LEVEL_UP_ERROR_5,บรอว์เลอร์ถึงเลเวลพลังสูงสุดแล้ว!
TID_HERO_INFO_LEVEL_UP_PRICE_MISSING,<cff6034><AMOUNT></c>
TID_HERO_INFO_LEVEL_UP_PRICE,<AMOUNT>
TID_HERO_INFO_STARTING_HERO,บรอว์เลอร์เริ่มต้น
TID_PLAYER_REPORTED_SUCCESSFULLY,รายงานผู้เล่นแล้ว!
TID_TOO_MANY_REPORTS_SENT,คุณได้ถึงขีดจำกัดการรายงานประจำวันแล้ว!
TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT,โปรดรอก่อนส่งรายงานอีกครั้ง
TID_CHOOSE_CHARACTER,เลือกบรอว์เลอร์
TID_ARMOR,พลังชีวิต
TID_ARMOR_DESC,แสดงความเสียหายที่บรอว์เลอร์สามารถรับได้ก่อนตาย
TID_SHOTGUN_GIRL,เชลลี่
TID_SHOTGUN_GIRL_DESC,ปืนลูกซองของเชลลี่จะยิงกระสุนลูกปรายไปยังทีมตรงข้าม ท่าไม้ตายของเธอทำลายสิ่งกีดขวางและทำให้ศัตรูไม่กล้าเข้าใกล้เธอ!
TID_LONG_RANGE_SHOTGUN,กระสุนลูกปราย
TID_LONG_RANGE_SHOTGUN_DESC,อาวุธของเชลลี่จะยิงกระสุนลูกปรายกระจายเป็นวงกว้างในระยะปานกลาง ความเสียหายจะเพิ่มขึ้นตามจำนวนลูกปรายที่ยิงถูกเป้าหมาย
TID_MEGA_BLASH_ULTI,ซูเปอร์กระสุนลูกปราย
TID_MEGA_BLASH_ULTI_DESC,ซูเปอร์กระสุนลูกปรายของเชลลี่จะทำลายสิ่งกีดขวางและศัตรู ผู้ที่รอดจากระเบิดจะกระเด็นถอยหลัง
TID_GUNSLINGER,โคลท์
TID_GUNSLINGER_DESC,โคลท์รัวกระสุนอย่างแม่นยำจากปืนลูกโม่คู่ ท่าไม้ตายของเขาทำลายสิ่งกีดขวางและเพิ่มระยะทางการยิงกระสุน!
TID_RAPID_FIRE,ลูกโม่พิฆาต
TID_RAPID_FIRE_DESC,โคลท์ยิงกระสุนหกนัดจากปืนลูกโม่เป็นแนวตรง
TID_RAPID_FIRE_ULTI,พายุกระสุน
TID_RAPID_FIRE_ULTI_DESC,โคลท์จะรัวกระสุนที่ยิงได้ไกลขึ้นและทำลายสิ่งกีดขวางได้
TID_BULL_DUDE,บูล
TID_BULL_DUDE_DESC,บูลสร้างความเสียหายได้อย่างรุนแรงในระยะใกล้ด้วยปืนลูกซองคู่กาย ท่าไม้ตายของเขานั้นคือการพุ่งทะลุสิ่งกีดขวางและผลักศัตรูให้กระเด็นไปข้างหลัง!
TID_SHOTGUN_BLAST,ลูกซองแฝด
TID_SHOTGUN_BLAST_DESC,ลูกซองแฝดของบูลสร้างความเสียหายได้อย่างรุนแรง แต่เนื่องจากมีระยะการยิงที่สั้นมาก บูลจึงชอบเข้าใกล้และประชิดตัว
TID_CHARGE,ไถราบเป็นหน้ากลอง
TID_CHARGE_DESC,บูลก้มหัวลงและไถทำลายศัตรูและสิ่งกีดขวางที่อยู่ตรงหน้าจนราบ สมแล้วที่เป็นคนหัวแข็ง!
TID_ROCKET_GIRL,บร็อค
TID_ROCKET_GIRL_DESC,บร็อคยิงจรวดระเบิดพิสัยไกลไปยังศัตรู ท่าไม้ตายของเขาคือการระดมยิงจรวดขีปนาวุธที่ทำลายสิ่งกีดขวางได้!
TID_FIREWORKS_WEAPON,จรวดสุดมันส์
TID_FIREWORKS_WEAPON_DESC,บร็อคยิงจรวดสุดมันส์หนึ่งลูกที่เดินทางได้ไกลมาก
TID_FIREWORKS_ULTI,จรวดโปรยปราย
TID_FIREWORKS_ULTI_DESC,บร็อคระดมยิงจรวดที่ทำลายศัตรูและสิ่งกีดขวาง เพียงเพราะเขาต้องการเห็นคุณชุ่มโชกไปด้วยจรวดที่ตกลงมาดั่งสายฝน!
TID_TNT_DUDE,ไดนาไมค์
TID_TNT_DUDE_DESC,ไดนาไมค์ปาระเบิดไดนาไมต์สองแท่ง ท่าไม้ตายของเขาคือถังไม้ที่อัดแน่นไปด้วยระเบิดไดนาไมต์ที่ทำลายสิ่งกีดขวางให้กระจุย!
TID_MORTAR,จุดชนวน
TID_MORTAR_DESC,ไมค์เขวี้ยงไดนาไมต์ออกไปสองแท่งข้ามสิ่งกีดขวางที่อยู่ในระยะ สายชนวนตัดสั้นพร้อมระเบิดทุกเมื่อไม่ต่างจากอารมณ์ที่ร้อนระอุของไมค์!
TID_MORTAR_ULTI,ถังยักษ์ตูมตาม
TID_MORTAR_ULTI_DESC,ไดนาไมต์ถังใหญ่ระเบิดสิ่งกีดขวางเป็นจุล ศัตรูที่รอดชีวิตจะกระเด็นถอยหลังจากแรงกระแทก!
TID_LUCHADOR,เอล ปริโม่
TID_LUCHADOR_DESC,เอล ปริโม่รัวหมัดใส่ศัตรูของเขา ท่าไม้ตายของเขาคือการกระโดดทิ้งศอกที่สร้างความเสียหายให้กับทุกคนอยู่ในบริเวณข้างใต้!
TID_LUCHADOR_WEAPON,กำปั้นพิโรธ
TID_LUCHADOR_WEAPON_DESC,เอล ปริโม่จะรัวกำปั้นพิโรธออกไปสี่หมัด กำปั้นรสพริกจาลาปิโนสุดเผ็ดร้อน!
TID_LUCHADOR_ULTI,ศอกดาวตก
TID_LUCHADOR_ULTI_DESC,เอล ปริโม่จะกระโดดขึ้นสูงพร้อมทิ้งศอกพลังกาแล็กซีที่ทำลายศัตรูและสิ่งกีดขวาง!
TID_TRICKSHOT_DUDE_OLD,ริโคเชต์
TID_TRICKSHOT_DUDE_DESC,ริโครัวกระสุนที่กระดอนจากกำแพงได้ ท่าไม้ตายของเขาคือการยิงกระสุนกระดอนที่ยิงทะลุผ่านเป้าหมายได้!
TID_TRICKSHOT_DUDE_WEAPON,กระสุนกระดอน
TID_TRICKSHOT_DUDE_WEAPON_DESC,กระสุนของริโคกระดอนจากกำแพงและมีระยะการยิงเพิ่มขึ้น ซึ่งสามารถโจมตีศัตรูที่หลบหลังสิ่งกีดขวางได้
TID_TRICKSHOT_DUDE_ULTI,กลเม็ดเด็ด
TID_TRICKSHOT_DUDE_ULTI_DESC,ริโคยิงกระสุนหลายนัดเป็นแนวยาวที่ทะลวงผ่านศัตรูและกระดอนจากกำแพง ทำให้ระยะการยิงเพิ่มขึ้น
TID_CACTUS,สไปค์
TID_CACTUS_DESC,สไปค์ปาตะบองเพชรที่เป็นระเบิดหนามกระจายไปทุกทิศ ท่าไม้ตายสุดอลังการของเขาคือทุ่งหนามตะบองเพชรที่ลดความเร็วและสร้างความเสียหายให้กับศัตรู!
TID_CACTUS_WEAPON,ระเบิดหนาม
TID_CACTUS_WEAPON_DESC,สไปค์ยิงตะบองเพชรเล็กๆ ที่ระเบิดกระจายหนามไปในทิศทางต่างๆ
TID_CACTUS_ULTI,ติดหนึบ!
TID_CACTUS_ULTI_DESC,สไปค์จะยิงระเบิดหนาม ศัตรูที่อยู่ในรัศมีระเบิดจะได้รับความเสียหายและมีความเร็วลดลง
TID_BARKEEP,บาร์ลีย์
TID_BARKEEP_DESC,บาร์ลีย์โจมตีด้วยการเขวี้ยงขวดซึ่งสร้างความเสียหายแบบกระจายใส่ศัตรู ท่าไม้ตายของเขาคือการเขวี้ยงระเบิดขวดจำนวนมาก!
TID_BARKEEP_WEAPON,เพียวไม่ผสม
TID_BARKEEP_WEAPON_DESC,บาร์ลีย์ปาระเบิดขวดลงบนพื้นให้แตกกระจาย สร้างความเสียหายให้กับศัตรู และจะทำความเสียหายเพิ่มเติมตามระยะเวลา หากยังอยู่ในจุดที่ขวดตก
TID_BARKEEP_ULTI,ออเดอร์สุดท้าย
TID_BARKEEP_ULTI_DESC,บาร์ลีย์เขวี้ยงระเบิดขวดจำนวนมาก ปกคลุมพื้นที่ไปด้วยเปลวเพลิง ขวดนี้บาร์ลีย์เลี้ยง!
TID_MECHANIC,เจสซี่
TID_MECHANIC_DESC,ไรเฟิลไฟฟ้าของเจสซี่จะยิงลูกบอลพลังงานที่จะชิ่งไปมาระหว่างศัตรู ท่าไม้ตายของเธอคือการเรียกป้อมปืนน่ารักสุดอันตรายออกมา!
TID_MECHANIC_WEAPON,ไรเฟิลไฟฟ้า
TID_MECHANIC_WEAPON_DESC,เจสซี่ยิงลูกพลังงานออกมา เมื่อยิงถูกศัตรู ลูกพลังงานจะชิ่งไปยังเป้าหมายถัดไปที่อยู่ในระยะ สามารถชิ่งไปหาศัตรูได้สูงสุดสามคน
TID_MECHANIC_ULTI,สแครปปี้!
TID_MECHANIC_ULTI_DESC,เจสซี่เรียกป้อมปืนที่โจมตีศัตรูโดยอัตโนมัติ และทำมาจากวัสดุรีไซเคิล 100% ด้วยนะ!
TID_SHAMAN,นิต้า
TID_SHAMAN_DESC,นิต้าโจมตีศัตรูของเธอด้วยคลื่นกระแทกที่ดังสนั่น ท่าไม้ตายของเธอจะเป็นการอัญเชิญหมีตัวโตมาสู้เคียงข้าง!
TID_SHAMAN_WEAPON,ฉีกสะบั้น
TID_SHAMAN_WEAPON_DESC,นิต้าส่งคลื่นกระแทกไปด้านหน้า ศัตรูที่ได้รับความเสียหายจะมีอาการสั่น
TID_SHAMAN_ULTI,จอมบงการ
TID_SHAMAN_ULTI_DESC,นิต้าอัญเชิญวิญญาณของลูกหมียักษ์เพื่อตามล่าศัตรู
TID_UNDERTAKER,มอร์ติส
TID_UNDERTAKER_DESC,มอร์ติสพุ่งไปด้านหน้าพร้อมแกว่งพลั่วไปมา ท่าไม้ตายของเขาคือการปล่อยฝูงค้างคาวเพื่อสร้างความเสียหายให้กับศัตรูและฟื้นฟูพลังชีวิตของตัวเอง!
TID_UNDERTAKER_WEAPON,พลั่วควงสว่าน
TID_UNDERTAKER_WEAPON_DESC,มอร์ติสพุ่งไปด้านหน้าพร้อมกับควงพลั่วที่จะสร้างโอกาสทางธุรกิจให้กับกิจการสัปเหร่อของเขา
TID_UNDERTAKER_ULTI,เลือดแห่งชีวิต
TID_UNDERTAKER_ULTI_DESC,มอร์ติสเรียกฝูงค้างคาวแวมไพร์ที่ดูดพลังชีวิตของศัตรูมาฟื้นคืนพลังชีวิตให้กับตนเอง สยอง!
TID_CROW,โครว
TID_CROW_DESC,โครวปามีดอาบยาพิษออกไปสามเล่ม ท่าไม้ตายของเขาคือเขาจะกระโดดขึ้นฟ้าพร้อมปามีดไปรอบตัวทั้งตอนกระโดดและตอนลงพื้น!
TID_CROW_WEAPON,มีดพกสังหาร
TID_CROW_WEAPON_DESC,โครวปามีดออกไปสามเล่ม ศัตรูที่ถูกใบมีดอาบยาพิษจะได้รับความเสียหายเพิ่มเติมตามเวลา
TID_CROW_ULTI,โฉบถลา
TID_CROW_ULTI_DESC,โครวบินขึ้นฟ้าแล้วปามีดอาบยาพิษเป็นวงแหวนรอบตัวเขาทั้งตอนบินขึ้นและลงจากฟ้า
TID_DEAD_MARIACHI,โปโค่
TID_DEAD_MARIACHI_DESC,โปโค่ยิงคลื่นเสียงที่สร้างความเสียหายให้กับศัตรู ท่าไม้ตายของเขาจะฟื้นฟูพลังชีวิตให้กับตัวเองและเพื่อนร่วมทีม!
TID_DEAD_MARIACHI_WEAPON,คอร์ดร็อค
TID_DEAD_MARIACHI_WEAPON_DESC,โปโค่ดีดกีตาร์ส่งคลื่นสะท้านกระดูกไปข้างหน้า สร้างความเสียหายแก่ศัตรูที่ถูกคลื่นกระทบ
TID_DEAD_MARIACHI_ULTI,ทำนองที่เพรียกหา
TID_DEAD_MARIACHI_ULTI_DESC,โปโค่ฟื้นฟูพลังชีวิตให้กับตัวเองและพันธมิตรที่อยู่ในระยะด้วยบทเพลงที่ให้กำลังใจ ไม่มีผลต่อตัวละครฝ่ายตรงข้าม
TID_BOW_DUDE,โบ
TID_BOW_DUDE_DESC,โบยิงลูกศรระเบิดสามดอกไปยังศัตรู ท่าไม้ตายของเขาคือการวางกับระเบิดพรางตาสามลูกไว้บนพื้น!
