TID,ES
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,"When Leon uses his Super, he gains a boost of movement speed for the duration of his invisibility."
TID_NINJA_WEAPON,SPINNER BLADES
TID_NINJA_ULTI,SMOKE BOMB
TID_NINJA_WEAPON_DESC,Leon flicks his wrist and fires four Spinner Blades. The blades deal less damage the farther they travel.
TID_NINJA_ULTI_DESC,"Leon becomes invisible for 8 seconds. If he attacks, he will be revealed. Enemies close to Leon will be able to spot him."
TID_ANIMAL_SHORT_DESC,Paladin
TID_ANIMAL_DESC,Can protect the team and take a lot of damage
TID_SPEC_ABI_HEAL_FOREST,Bushmaster
TID_SPEC_ABI_HEAL_FOREST_DESC,Heals <c00cc00><VALUE1></c> health per second in bushes
TID_ANIMAL_WEAPON,Claws
TID_ANIMAL_ULTI,Tough Skin
TID_ANIMAL_WEAPON_DESC,Hits with claws multiple times
TID_ANIMAL_ULTI_DESC,Skin grows super tough for 5 sec decreasing all damage received by 50% for the duration
TID_STAT_DAMAGE_PER_CLUSTER,Damage per cluster
TID_STAT_DAMAGE_PER_SHURIKEN,Damage per blade at close range
TID_STAT_INVISIBLE,Smoke Bomb
TID_STAT_SHIELD,Shield
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>Players vs Boss</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,Three players vs BOSS ROBOT
TID_GAME_MODE_10,BOSS FIGHT
TID_RAID_BOSS_INTRO_TEXT,Defeat the Boss
TID_RAID_1,Boss Robot Arena
TID_GAME_MODE_10_DESC,"Can you beat the formidable Boss Robot? Join forces with two teammates and take down this monster. You can get back in the fight as long as at least one of your teammates is standing. If everyone falls, it's game over!\n\nBoss Fights increase in Challenge, from Normal all the way to Insane, every time you manage to beat the Boss."
TID_TEAM_MATE_GONE,<ccccc00>Teammate defeated!</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>Both teammates defeated!</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>Boss is ANGRY!</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>Boss is FURIOUS!</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>Boss is ENRAGED!</c>
TID_RAID_BOSS_DIFFICULTY_0,Normal
TID_RAID_BOSS_DIFFICULTY_1,Hard
TID_RAID_BOSS_DIFFICULTY_2,Expert
TID_RAID_BOSS_DIFFICULTY_3,Master
TID_RAID_BOSS_DIFFICULTY_4,Insane
TID_RAID_BOSS_DIFFICULTY_5,Insane II
TID_RAID_BOSS_DIFFICULTY_6,Insane III
TID_RAID_BOSS_DIFFICULTY_7,Insane IV
TID_RAID_BOSS_DIFFICULTY_8,Insane V
TID_RAID_BOSS_DIFFICULTY_9,Insane VI
TID_RAID_BOSS_DIFFICULTY_10,Insane VII
TID_RAID_BOSS_DIFFICULTY_11,Insane VIII
TID_RAID_BOSS_DIFFICULTY_12,Insane IX
TID_RAID_BOSS_DIFFICULTY_13,Insane X
TID_RAID_BOSS_DIFFICULTY_14,Insane XI
TID_RAID_BOSS_DIFFICULTY_15,Insane XII
TID_RAID_BOSS_DIFFICULTY_16,Insane XIII
TID_RAID_BOSS_DIFFICULTY_17,Insane XIV
TID_RAID_BOSS_DIFFICULTY_18,Insane XV
TID_RAID_BOSS_DIFFICULTY_19,Insane XVI
TID_MODES_NEW_EVENT,NEW EVENT!
TID_MODES_NEW_EVENTS,NEW EVENTS!
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_1,BATTLING
TID_TEAM_MEMBER_STATUS_NEW_2,AWAY
TID_TEAM_MEMBER_STATUS_NEW_3,
TID_TEAM_MEMBER_STATUS_NEW_4,MATCHMAKE
TID_TEAM_MEMBER_STATUS_NEW_5,END SCREEN
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_7,SPECTATING
TID_TEAM_MEMBER_STATUS_NEW_8,PRACTICING
TID_TEAM_MEMBER_STATUS_NEW_9,TYPING...
TID_TEAM_MEMBER_STATUS_NEW_10,CHOOSING BRAWLER
TID_TEAM_MEMBER_STATUS_NEW_11,BROWSING EVENTS
TID_TEAM_MEMBER_STATUS_NEW_READY,READY
TID_BUTTON_SPECTATE,SPECTATE
TID_NEW_EVENT_IN,New Event in: <TIME>
TID_NEW_EVENT_NOW,NEW EVENT AVAILABLE!
TID_SHOP_TITLE,SHOP
TID_SELECT_EVENT_TITLE,CHOOSE EVENT
TID_HERO_LIST_LABEL_NEW,BRAWLERS <c53C5F7><COUNT>/<TOTAL></c>
TID_KEY_COUNTER,<VALUE><c7984a8>/<MAX></c>
TID_ONLINE_TAB_1,ONLINE PLAYERS
TID_ONLINE_TAB_2,TEAM CHAT
TID_ONLINE_TAB_3,CLUB CHAT
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,Join a Club to access the Club Chat
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,Team Up with other players to access Team Chat
TID_NO_BAND_GO_TO_BANDS,Go to Clubs
TID_SHARE_TEAM_CODE_NO_CODE,Wait for the code to be generated before sharing!
TID_TEAM_TEAMCODE_YOURS,Your team code
TID_BACK_BUTTON,LEAVE TEAM
TID_BARLEY_WIZARD_SKIN,WIZARD BARLEY
TID_EVENT_LOCKED_TROPHIES,Win more trophies to unlock Event
TID_SHOTGUN_STAR_SKIN,STAR SHELLY
TID_PARTY_MODE_TITLE,FRIENDLY GAME
TID_BUTTON_PARTY_MODE,CREATE
TID_LEAVE_TEAM_TITLE,TEAM
TID_LEAVE_TEAM_TXT,LEAVE
TID_PARTY_MODE_DESC,"Friendly games don't reward trophies, but you can practice any regular event or set up a friendly competition!\n\nAll Brawlers are fully upgraded in Friendly games."
TID_HEROES_TO_BE_UNLOCKED,BRAWLERS TO BE UNLOCKED
TID_NITA_REINDEER_SKIN,RED NOSE NITA
TID_PENNY_ELF_SKIN,LIL HELPER PENNY
TID_DYNAMIKE_SANTA_SKIN,SANTAMIKE
TID_DYNAMIKE_CHEF_SKIN,SPICY MIKE
TID_BROCK_BOOMBOX_SKIN,BOOM BOX BROCK
TID_EVENT_SLOT_NAME_1,GEM GRAB
TID_EVENT_SLOT_NAME_2,SHOWDOWN
TID_EVENT_SLOT_NAME_3,DAILY EVENTS
TID_EVENT_SLOT_NAME_4,SPECIAL EVENTS
TID_EVENT_SLOT_NAME_7,TICKETED EVENTS
TID_PENNY_ELF_SKIN_SHOP,LIL HELPER\nPENNY
TID_DYNAMIKE_SANTA_SKIN_SHOP,SANTAMIKE
TID_DYNAMIKE_CHEF_SKIN_SHOP,SPICY MIKE
TID_BROCK_BOOMBOX_SKIN_SHOP,BOOM BOX\nBROCK
TID_NITA_REINDEER_SKIN_SHOP,RED NOSE\nNITA
TID_EVENT_STARTS_IN,Event Starts in: <TIME>
TID_UNDERTAKER_HAT_SKIN,TOP HAT MORTIS
TID_CREATE_ROOM_CODE,CREATE TEAM CODE
TID_EVENT_LOCKED_TEAM,This event doesn't support playing in Teams!
TID_EVENT_PREVIEW_TITLE,EVENT INFO
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,Survive the Arena
TID_GAME_MODE_6_SOLO_DUO_DESC,"Go alone or with a partner to fight in the Showdown Arena! Whoever's still standing at the end wins.\n\nCollect Power Cubes to increase your Health and Attack damage. There are poison clouds closing in, so keep moving!"
TID_INVITE_PENDING,INVITING
TID_JOIN_REQUEST_PENDING,JOINING
TID_GOAL_MATCH_OVER,<name> scored!\nMatch over
TID_GOLDRUSH_XMAS_1,Snow Fort
TID_GOLDRUSH_XMAS_2,Holiday Chill
TID_GOLDRUSH_XMAS_3,Snowball Fight
TID_GOLDRUSH_XMAS_4,Ice Block Rock
TID_GOLDRUSH_XMAS_5,Snowy Siege
TID_GOLDRUSH_XMAS_6,Gift Wrap
TID_GOLDRUSH_XMAS_7,Spruce Up
TID_GOLDRUSH_XMAS_8,Frozen Lake
TID_GOLDRUSH_XMAS_9,Frosty Crystals
TID_GOLDRUSH_XMAS_10,Treasure Hunt
TID_RAID_BOSS_DIFFICULTY_CAP,"Your Boss Challenge level has been lowered to match those of your Team. A lower level Challenge won't cost you any tickets, but you'll only receive rewards for challenging the Boss at your level!"
TID_RAID_BOSS_DIFFICULTY,Challenge:
TID_BOSS_3,Chew Out
TID_BOSS_4,Team Day
TID_BOSS_5,Table Flip
TID_BOSS_6,Hunting Party
TID_COOP_3,Vault Defenders
TID_COOP_4,Boonies
TID_COOP_5,Broken Transit
TID_COOP_6,Keep Safe
TID_RAID_2,Machine Zone
TID_RAID_3,Metal Scrap
TID_BUTTON_INVITE_PLAYER,INVITE
TID_BUTTON_JOIN_TEAM,ASK TO JOIN
TID_BUTTON_TEAM_FULL,FULL
TID_DECIMAL_MARK,.
TID_RARITY_HEADER_0,TROPHY ROAD REWARD
TID_RARITY_HEADER_1,RARE
TID_RARITY_HEADER_2,SUPER RARE
TID_RARITY_HEADER_3,EPIC
TID_RARITY_HEADER_4,MYTHIC
TID_RARITY_HEADER_5,LEGENDARY
TID_SETTINGS_KAKAO,KAKAO FRIENDS
TID_HERO_INFO_LEVEL_WITH_NUMBER,POWER <NUMBER>
TID_IN_YOUR_TEAM,YOUR TEAM
TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL,Cannot send join request. Your team is full
TID_EVENT_ENDS_IN,Event Ends in: <TIME>
TID_EVENT_LOCKED_CAN_CLAIM_WARNING,Unlock Event from the Trophy Road screen
TID_EVENT_LOCKED_CAN_CLAIM,Congratulations! You can now unlock the Event from the Trophy Road screen
TID_BATTLE_ROYALE_3D,Death Valley
TID_BATTLE_ROYALE_7D,Rocky Valley
TID_WANTED_4D,Death Cap
TID_GOLDRUSH_3D,Mushroom Cave
TID_WEEKEND_OFFER,Weekend Offer
TID_EXCLUSIVE_OFFER,Exclusive Offer
TID_EPIC_OFFER,Epic Offer
TID_MEGA_OFFER,Mega Offer
TID_FEATURED_OFFER,Featured Offer
TID_TAIPEI_OFFER,Taipei Game Show Offer
TID_RAID_BOSS_ENRAGE_4,<c99ffffff>Boss went GOD MODE!</c>
TID_RAID_BOSS_ENRAGE_WARNING_1,Boss gets <cffbb22bb>ANGRY</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_2,Boss gets <cffbb2222>FURIOUS</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_3,Boss gets <cffbbbb22>ENRAGED</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_4,Boss goes <cffffffff>GOD MODE</c> in:
TID_HERO_INFO_LOCKED_INFO_SHORT,Open Brawl Boxes to unlock
TID_ROBO_WARS_1,Swedish Siege
TID_ROBO_WARS_INTRO_TEXT,Destroy enemy base
TID_ROBO_WARS_SCRAP,Bolts:
TID_ROBO_WARS_OWN_ROBO_SPAWNED_0,<c998888ff>Your team</c> assembled a Siege Robot!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0,<c99dd3333>Enemy team</c> assembled a Siege Robot!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_1,<c998888ff>Your team</c> constructed an <c99bb22bb>ANGRY Robo!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1,<c99dd3333>Enemy team</c> constructed an <c99bb22bb>ANGRY Robo!</c>
TID_ROBO_WARS_OWN_ROBO_SPAWNED_2,<c998888ff>Your team</c> constructed a <c99bb2222>FURIOUS Robo!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2,<c99dd3333>Enemy team</c> constructed a <c99bb2222>FURIOUS Robo!</c>
TID_ROBO_WARS_OWN_ROBO_SPAWNED_3,<c998888ff>Your team</c> constructed an <c99bbbb22>ENRAGED Robo!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3,<c99dd3333>Enemy team</c> constructed an <c99bbbb22>ENRAGED Robo!</c>
TID_ROBO_WARS_SCRAP_AMOUNT,<v1>/<v2>
TID_BRAWL_BOX_INFO,Collect <c33a5d7><COUNT> Tokens</c> from Battles to open this Brawl Box
TID_STAR_BOX_INFO,Collect <cff8E1b><COUNT> Star Tokens</c> from your first win of different events to open this Big Box.
TID_ALLIANCE_LOCATION,CLUB LOCATION
TID_LOCATION_TITLE,SELECT LOCATION
TID_SETTINGS_LOCATION,LOCATION
TID_REGION_INT,International
TID_POPUP_CHANGE_LOCATION_TITLE,Change location?
TID_POPUP_CHANGE_LOCATION,Are you sure you want to change the location? Location can only be changed once a day
TID_CHANGE_LOCATION_RESULT_0,Location changed to <COUNTRY>
TID_CHANGE_LOCATION_RESULT_1,Cannot change location yet. Try again in <TIME>
TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE,Celebrate Lunar Brawl with this festive skin!
TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE,Lunar Brawl 2019 skin.
TID_CACTUS_PINK_SKIN,SAKURA SPIKE
TID_CACTUS_PINK_SKIN_SHOP,SAKURA\nSPIKE
TID_TRICKSHOT_DUDE,RICO
TID_TRICKSHOT_GOLD_SKIN,LOADED RICO
TID_TRICKSHOT_GOLD_SKIN_SHOP,LOADED\nRICO
TID_SKIN_POPCORN_RICO,POPCORN RICO
TID_SKIN_POPCORN_RICO_SHOP,POPCORN\nRICO
TID_SKIN_FOOTBULL,TOUCHDOWN BULL
TID_SKIN_FOOTBULL_SHOP,TOUCHDOWN\nBULL
TID_SKIN_DUMPLING_DARRYL,DUMPLING DARRYL
TID_SKIN_DUMPLING_DARRYL_SHOP,DUMPLING\nDARRYL
TID_SKIN_LUNAR_BROCK,LION DANCE BROCK
TID_SKIN_LUNAR_BROCK_SHOP,LION DANCE\nBROCK
TID_SKIN_LUNAR_COLT,ROYAL AGENT COLT
TID_SKIN_LUNAR_COLT_SHOP,ROYAL AGENT\nCOLT
TID_SKIN_VALENTINE_POCO,SERENADE POCO
TID_SKIN_VALENTINE_POCO_SHOP,SERENADE\nPOCO
TID_BANKHEIST_9,Split Second
TID_BANKHEIST_10,Rolling Rumble
TID_BANKHEIST_11,Twist and Shoot
TID_BANKHEIST_12,Bridge Too Far
TID_BANKHEIST_13,Corner Case
TID_WANTED_10,Pool Party
TID_WANTED_11,Bull Pen
TID_WANTED_12,Excel
TID_WANTED_13,Layer Cake
TID_WANTED_14,Dry Season
TID_NOT_ENOUGH_GOLD_TITLE,Not enough Coins!
TID_NOT_ENOUGH_GOLD_TEXT,Buy the missing <NUM> Coins?
TID_NOT_ENOUGH_GOLD_TEXT_ONE,Buy the missing Coin?
TID_TEAM_INVITATION_POPUP_MUTE_ALL,BLOCK ALL INVITES FOR THE NEXT 1 HOUR
TID_TEAM_INVITATION_SETTING_MUTE,Block all team invites
TID_BUTTON_TEAM_DND,DO NOT DISTURB
TID_SHOP_VALENTINE_OFFER,Valentine's Day Offer
TID_SHOP_BRAWLER_BUNDLE,Brawler Bundle
TID_SHOP_SEASONAL_SKIN_OFFER,Seasonal Skin Offer
TID_SHOP_WELCOME_OFFER,Welcome Offer
TID_SHOP_BRAWLER_PACK,Brawler Pack
TID_SHOP_STAR_POWER_OFFER,Star Power Offer
TID_SHOP_UPGRADE_BUNDLE,Upgrade Bundle
TID_SHOP_NEW_BRAWLER_OFFER,New Brawler Offer
TID_SHOP_NEW_SKIN_RELEASE,New Skin Release
TID_SHOP_NEW_SKIN_OFFER,New Skin Offer
TID_FRIENDLY_GAME_ROOM_LOCKED,Reach experience Level <NUM> to unlock Friendly Games
TID_HEROES_COMING_SOON,BRAWLERS COMING SOON
TID_RARITY_NAME_0_UPPER,TROPHY ROAD REWARD
TID_RARITY_NAME_1_UPPER,RARE
TID_RARITY_NAME_2_UPPER,SUPER RARE
TID_RARITY_NAME_3_UPPER,EPIC
TID_RARITY_NAME_4_UPPER,MYTHIC
TID_RARITY_NAME_5_UPPER,LEGENDARY
TID_STARTER_PACK_5,Level 50 Pack
TID_STARTER_PACK_6,Level 75 Pack
TID_STARTER_PACK_7,Level 100 Pack
TID_WHIRLWIND,CARL
TID_WHIRLWIND_SHORT_DESC,SHARPSHOOTER
TID_WHIRLWIND_DESC,Carl throws his Pickaxe like a boomerang. His Super is a crazy cart spin that clobbers anyone around him.
TID_WHIRLWIND_WEAPON,PICKAXE
TID_WHIRLWIND_ULTI,TAILSPIN
TID_WHIRLWIND_WEAPON_DESC,"Carl throws his Pickaxe like a boomerang. After he catches the retuning Pickaxe, he can throw it again."
TID_WHIRLWIND_ULTI_DESC,"Carl goes into a crazy spin for a few seconds, flailing around and damaging nearby opponents."
TID_STAT_DAMAGE_EACH_WAY,Damage on hit
TID_STAT_DAMAGE_PER_SWING,Damage per swing
TID_HINT_43,"When Carl's pickaxe hits an obstacle, it bounces off and returns, letting Carl can throw it again faster."
TID_SPEC_ABI_PROJECTILE_SPEED,Power Throw
TID_SPEC_ABI_PROJECTILE_SPEED_DESC,"Carl throws his Pickaxe with more speed, allowing it to travel faster and return faster."
TID_SPEC_ABI_SUPERSPEED,Rollin'
TID_SPEC_ABI_SUPERSPEED_DESC,Carl's spinning cart gains more speed while his super is active!
TID_HERO_SORTING_TROPHIES,Least Trophies
TID_HERO_SORTING_TROPHIES_DESC,Most Trophies
TID_HERO_SORTING_RARITY,By Rarity
TID_HERO_SORTING_RARITY_DESC,By Rarity Descending
TID_HERO_SORTING_POWER_DESC,Power Level
TID_HERO_SORTING_RANKUP,Closest to Next Rank
TID_MUTE_INVITES_LABEL,Do Not Disturb:
TID_GEM_BALANCE_TITLE,Gem Balance
TID_JP_BUTTON,Gem Balance
TID_GEM_BALANCE,Current Gem Balance: <total>\n\nFree Gems: <free>\n\nBought Gems: <paid>
TID_IAP_INFO_TEXT,"청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
TID_SETTINGS_LINE,LINE
TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE,"A refund was requested for this account and it has been approved on <refundDate>. The refund will be made to the form of payment used when the order was made.\n\nA total of <totalRevokedGems> gems have been deducted from your account, to match the value of your refund. This may result in a negative gem balance. A positive balance can be restored by making additional orders and collecting resources in-game."
TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL,"Refunds were requested for this account and they have been approved on <refundDate>. The refunds will be made to the form of payment used when the orders were made.\n\nA total of <totalRevokedGems> gems have been deducted from your account, to match the value of your refunds. This may result in a negative gem balance. A positive balance can be restored by making additional orders and collecting resources in-game."
TID_HERO_DISABLED_CURRENTLY,This Brawler is temporarily not available
TID_SKIN_FARMER_POCO,FARMER POCO
TID_SKIN_FARMER_POCO_SHOP,FARMER\nPOCO
TID_UNDERTAKER_NIGHTWITCH_SKIN,NIGHT WITCH MORTIS
TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP,NIGHT WITCH\nMORTIS
TID_FRIEND_ADDED,<FRIEND> is now your friend!
TID_IAP_REFRESHER_BUNDLE,Refresher Bundle
TID_IAP_REFRESHER_PACK,Refresher Pack
TID_IAP_WOMENS_DAY_1,Girl Power
TID_IAP_WOMENS_DAY_2,Happy International Women's Day
TID_IAP_LIMITED_TIME_DISCOUNT,Limited Time Discount
TID_LIMITED_AVAILABILITY,Get It Before It's Gone
TID_ROBO_WARS_2,Mecha Match
TID_ROBO_WARS_3,Factory Rush
TID_ROBO_WARS_4,Assembly Attack
TID_ROBO_WARS_5,Base Busters
TID_ROBO_WARS_6,Bot Drop
TID_ROBO_WARS_7,Nuts & Bolts
TID_ROBO_WARS_8,Some Assembly Required
TID_ROBO_WARS_9,Factory Siege
TID_GOLDRUSH_12,Diamond Dust
TID_GOLDRUSH_13,Four Squared
TID_GOLDRUSH_14,Vantage Point
TID_GOLDRUSH_15,Hop Skip
TID_GOLDRUSH_16,Countdown
TID_GOLDRUSH_17,Escape Velocity
TID_GOLDRUSH_18,Deep Link
TID_BATTLE_ROYALE_13,Hot Point
TID_BATTLE_ROYALE_14,Courtyard
TID_BATTLE_ROYALE_15,Sundial
TID_BATTLE_ROYALE_16,Superstar
TID_BATTLE_ROYALE_17,Passage
TID_BATTLE_ROYALE_18,Clockwork
TID_BALL_8,Bank Shot
TID_BALL_9,Playbox
TID_BALL_10,Penalty Kick
TID_BALL_11,Substitute
TID_BANKHEIST_14,Royal Tribute
TID_HERO_DISABLED_CURRENTLY_PRINT,This Brawler is temporarily not available. Try again later!
TID_NEXT_ROBO_IN,Next Siege in:
TID_ROBO_WARS_OWN_ROBO_SPAWNED,<c998888ff>Your team</c> assembled a Level <num> Siege Robot!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED,<c99dd3333>Enemy team</c> assembled a Level <num> Siege Robot!
TID_HERO_DISABLED_CURRENTLY_START_GAME,This Brawler is temporarily not available. Try another Brawler!
TID_HERO_COMING_SOON,Brawler arriving soon!
TID_NO_ROBOS_SPAWNED,Tie! No Siege Robots spawned!
TID_LAST_ROBO_IN,Last Siege in:
TID_ROBO_LEVEL,Siege Robot LVL: <num>
TID_BATTLE_ROYALE_19,Erratic Blocks
TID_BATTLE_ROYALE_20,Fallen Star
TID_BATTLE_ROYALE_21,Eye of the Storm
TID_BATTLE_ROYALE_22,Flood Plains
TID_BATTLE_ROYALE_23,River Rush
TID_BATTLE_ROYALE_24,Double Cross
TID_BATTLE_ROYALE_25,Walled Garden
TID_BATTLE_ROYALE_26,Old Bailey
TID_BATTLE_ROYALE_27,Sooty Snow
TID_BALL_12,Happy Feet
TID_BALL_13,Square Off
TID_BALL_14,Slot Machine
TID_BALL_15,Pinball Dreams
TID_BALL_16,Barrel Vault
TID_GOLDRUSH_19,Spring Trap
TID_GOLDRUSH_20,Bishop to King 4
TID_GOLDRUSH_21,Cross Cut
TID_GOLDRUSH_22,Acute Angle
TID_GOLDRUSH_23,Bouncing Echo
TID_GOLDRUSH_24,Cell Division
TID_GOLDRUSH_25,Double Swoosh
TID_GOLDRUSH_26,Yin Yang
string,string
TID_REVOKE_TITLE,Message From Support
TID_REVOKE_OK,Got it
TID_TEAM_REQEST_JOIN_FAIL_UNMERGEABLE_TEAMS,Cannot send join request. You are already in a team
TID_TEAM_REQEST_JOIN_FAIL_PENDING_INVITE,Cannot send join request. You have a pending team invite
TID_TEAM_REQEST_JOIN_FAIL_PENDING_JOIN_REQUEST,Cannot send join request. You have a pending join request
TID_TEAM_REQUEST_JOIN_REQUEST_CANCELLED,Join request canceled
TID_TEAM_JOIN_REQUEST_POPUP_TITLE,I WANT TO JOIN YOUR TEAM
TID_BATTLE_LOG_TVST_RESULT_0,<c00ff00>VICTORY</c>
TID_BATTLE_LOG_TVST_RESULT_1,<ccc0000>DEFEAT</c>
TID_BATTLE_LOG_TVST_RESULT_2,<ccccccc>DRAW</c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_0,<c00ff00>RANK <RANK></c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_1,<ccc0000>RANK <RANK></c>
TID_BATTLE_LOG_DEATHMATCH_RESULT_2,<ccccccc>RANK <RANK></c>
TID_BATTLE_LOG_AGE,<TIME> ago
TID_BATTLE_LOG_HERO_LEVEL_LABEL,LVL
TID_BATTLE_LOG_TVST_VERSUS,VS
TID_BATTLE_LOG_TITLE,BATTLE LOG
TID_BATTLE_LOG_REPLAY,REPLAY
TID_BATTLE_LOG_SURVIVED_FOR,Survived for <TIME>
TID_BATTLE_LOG_VICTORY_IN,Defeated Big Brawler in <TIME>
TID_BATTLE_LOG_MVP,STAR PLAYER
TID_BATTLE_LOG_FRIENDLY,FRIENDLY
TID_BATTLE_LOG_PVP,RANKED
TID_BATTLE_LOG_NO_ENTRIES,NO ENTRIES
TID_BATTLE_LOG_THIS_IS_A_BOT,This is a bot
TID_BATTLE_LOG_REPLAY_INFO_REPLAYS_DISABLED,Replays currently disabled
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_AVAILABLE,No replay available yet
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW,No replay: too low Brawler trophies
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_TOO_LOW_TROPHIES,Reach <NUM> Brawler trophies to unlock replays
TID_BATTLE_LOG_REPLAY_INFO_NO_REPLAY_SERVER_ERROR,No replay: recording failed
TID_BATTLE_LOG_REPLAY_INFO_REPLAY_EXPIRED,Replay no longer available
TID_PLAYER_XP_LEVEL,LEVEL
TID_PLAYER_RANK_TIER_0,I
TID_PLAYER_RANK_TIER_1,II
TID_PLAYER_RANK_TIER_2,III
TID_PLAYER_RANK_TIER_3,IV
TID_PLAYER_RANK_TIER_4,V
TID_PLAYER_RANK_TIER_5,VI
TID_ADD_FRIEND_FAILED,Failed to add friend
TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED,Friend link has expired!
TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL,"Unable to add friend, their friend list is full!"
TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL,"Unable to add friend, your friend list is full!"
TID_ADD_FRIEND_FAILED_BANNED,"Unable to add friend, user is banned!"
TID_KEYPOOL_KEYS_REMAINING,<VALUE> left
TID_KEYPOOL_NEXT_PATCH,+<KEYS> tokens in <TIME>
TID_TOP_HUD_NEXT_REWARD,Next Reward
TID_RANK_UP_REWARD_REPLACED_TITLE,Confirm Alternative Reward
TID_RANK_UP_REWARD_REPLACED_POWER,None of your Brawlers can be selected to receive <AMOUNT> power points.\n\nClaim the alternative reward instead?
TID_RANK_UP_REWARD_REPLACED_HERO,Since you already have <NAME> you will get the alternative reward.
TID_PLAYER_INFO_SEND_FRIEND_REQUEST,Send friend request
TID_PLAYER_INFO_REMOVE_FRIEND,Remove from friend list
TID_PLAYER_INFO_FRIEND_REQUEST_SENT,Friend request sent
TID_PLAYER_INFO_IS_YOUR_FRIEND,in-game\nfriend
TID_POWER_POINTS,POWER POINTS
TID_HERO_INFO_LEVEL,POWER
TID_HERO_INFO_RANK,RANK
TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL,UPGRADE TO POWER LEVEL <LVL>
TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL,TAP AGAIN TO CONFIRM
TID_HERO_INFO_MAX_LEVEL,MAX POWER
TID_HERO_INFO_MORE_POWER_NEEDED,Collect more power to upgrade!
TID_HERO_INFO_LEVEL_UP_ERROR_4,Brawler does not have enough Power Points
TID_HERO_INFO_LEVEL_UP_ERROR_3,You don't have enough Coins!
TID_HERO_INFO_LEVEL_UP_ERROR_5,Brawler already at maximum power level!
TID_HERO_INFO_LEVEL_UP_PRICE_MISSING,<cff6034><AMOUNT></c>
TID_HERO_INFO_LEVEL_UP_PRICE,<AMOUNT>
TID_HERO_INFO_STARTING_HERO,STARTING BRAWLER
TID_PLAYER_REPORTED_SUCCESSFULLY,Player reported!
TID_TOO_MANY_REPORTS_SENT,Your daily reporting limit has been exceeded!
TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT,Please wait before sending another report
TID_CHOOSE_CHARACTER,CHOOSE BRAWLER
TID_ARMOR,HEALTH
TID_ARMOR_DESC,Represents how much sustained damage the Brawler can absorb before going down.
TID_SHOTGUN_GIRL,SHELLY
TID_SHOTGUN_GIRL_DESC,Shelly's spread-fire shotgun blasts the other team with buckshot. Her Super destroys cover and keeps her opponents at a distance!
