TID,TR
TID_HOMESCREEN_MODE_LOCKED,Reach <COUNT> total Trophies to Battle here!
TID_GAMEROOMS_PLAYERS_ONLINE,<count> FRIENDS ONLINE
TID_ARTILLERY_DUDE_SHORT_DESC,SHARPSHOOTER
TID_HAMMER_DUDE_SHORT_DESC,HEAVYWEIGHT
TID_HAMMER_DUDE_DESC,"Frank swings his hammer at enemies, sending a shockwave. His Super is an especially powerful blow that stuns enemies!"
TID_HAMMER_DUDE_WEAPON,HAMMER HIT
TID_HAMMER_DUDE_WEAPON_DESC,"Frank takes a while to wind up his hammer blow, but the hit is so hard it sends a shockwave."
TID_HAMMER_DUDE_ULTI,STUNNING BLOW
TID_HAMMER_DUDE_ULTI_DESC,Frank's greatest hit sends a shockwave that destroys environment and stuns enemies for a while.
TID_SPEC_ABI_STEAL_SOULS2,Power Grab
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Frank steals the power of a Brawler he defeats, increasing his damage by <c00cc00><VALUE1>%</c> for <VALUE2> seconds!"
TID_ONLINE_FRIENDS_TITLE,PLAYERS ONLINE
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Be the last team alive!
TID_VS_TEAM_SHOWDOWN,All teams against each other!
TID_FIRST_WIN,STAR TOKEN
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Your team is #1!
TID_HOMESCREEN_MODE_LOCKED_INFO,Unlocks in <count> Trophies
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,TROPHY ROAD
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,COLLECT
TID_LEAGUE_NAME_0,WOODEN
TID_LEAGUE_NAME_1,BRONZE
TID_LEAGUE_NAME_2,SILVER
TID_LEAGUE_NAME_3,GOLD
TID_LEAGUE_NAME_4,DIAMOND
TID_LEAGUE_NAME_5,MASTER
TID_LEAGUE_NAME_6,ELITE
TID_LEAGUE_NAME_7,ALL-STAR
TID_SPECIAL_EVENTS,DAILY EVENT
TID_SPECIAL_EVENT,Special Event:
TID_SPECIAL_EVENT_DESC,Check back every day to play the Daily Event!
TID_SPECIAL_EVENTS_MOD,SPECIAL EVENT
TID_SPECIAL_EVENT_MOD_DESC,Check back regularly for the Special Event of the day!
TID_PLAYING_AGAIN,Play again <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Play again
TID_BRAWL_BOX_INFO_TITLE_1,BIG BOX INFO
TID_BRAWL_BOX_INFO_1,"One Big Box gives you rewards similar to opening three Brawl Boxes. However, the Power Points are distributed among fewer Brawlers.\n\nYou get three random draws, each with these reward probabilities:\n\nPower Points + Coins : <NUM1> %\nRare Brawler : <NUM2> %\nSuper Rare Brawler : <NUM3> %\nEpic Brawler : <NUM4> %\nMythic Brawler : <NUM5> %\nLegendary Brawler : <NUM6> %\nStar Power : <NUM7> %\n\nIn addition, each draw gives you a 25 % chance to get Event Tickets, a 9 % chance to get Gems and a 3 % chance to get a Token Doubler. Note that Star Powers are only available for Brawlers that have reached Level 9. Once you have unlocked all rewards of a certain type, for example Rare Brawlers, the probability to get all other rewards increases. Luck: In order to make the Brawl Box opening experience more fair there is a luck system affecting the probability of Legendary Brawlers. With each draw that doesn't give you a new Brawler, your luck value is increased, and each time you get a new Brawler, your luck value goes down based on the rarity of the Brawler you got. When luck is high enough, you have a greater chance to get a Legendary Brawler, while a low luck value means that it's harder to get a new Legendary Brawler. Early draws are predetermined to ensure a fair start for everybody."
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,Collect 10 Star Tokens to get a Big Box!
TID_HERO_BUNDLE_19,Penny's Treasure
TID_HERO_BUNDLE_20,Frank's Feature
TID_KEY_BAR_INFO,Amount of <c33a5d7>Tokens</c> you can earn from battles.\n\nTokens are used to open Brawl Boxes.
TID_NEW_ONLINE_FRIEND,PLAYER ONLINE
TID_NEW_GAME_ROOM,NEW TEAM
TID_KEY_BAR_TITLE,AVAILABLE TOKENS FROM BATTLE
TID_PLAYAGAIN_QUIT,EXIT
TID_BATTLE_END_WAITING,Waiting for others
TID_ERROR_REPLAY_WAITING,Replay already pending
TID_ERROR_REPLAY_NOT_POSSIBLE,Replay not available
TID_ERROR_SPECTATE_WAITING,Spectate already pending
TID_ERROR_SPECTATE_NOT_POSSIBLE,Player is not Battling currently
TID_BRAWL_TV_STARTING,BrawlTV loading...
TID_ERROR_BRAWL_TV_WAITING,BrawlTV already pending
TID_BRAWL_TV_QUIT,BrawlTV #<NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,Nothing on BrawlTV #<NUM> - zapping
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Next in <NUM>s
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,AutoNext
TID_FIRST_WIN_INFO_SURVIVAL,Earn a <cff8E1b>Star Token</c> for your first top four finish against other players.
TID_TEAM_POPOVER_YOUR_ROOM,This is your Team
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Team is not Battling currently
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Cannot join. You're already in this team
TID_TEAM_AD_JOIN_FAIL_FULL,Cannot join. Team is full.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Cannot start game. Not enough tickets
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,This event doesn't support playing in Teams
TID_GAME_MODE_UNLOCKED,UNLOCKED
TID_ERROR_SPECTATE_DISABLED,Spectate is temporarily disabled due to technical reasons
TID_SPECTATE_FOLLOW,Press to follow:
TID_SPECTATE_FOLLOWING,Following:
TID_FIRST_WIN_INFO_TICKETED_EVENT,Earn a <cff8E1b>Star Token</c> from your first Battle.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,Earn a <cff8E1b>Star Token</c> for your first top two finish against other players.
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,Play against other players and finish top four in Solo or top two in Duo to earn the <cff8E1b>Star Token</c>.
TID_CONNECTING_WAIT_FOR_SPECTATE,Waiting for spectate...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,WATCH AD TO\nDOUBLE ONE REWARD!\n<VIEWCOUNTREM> views remaining today
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,WATCH AD TO\nDOUBLE ONE REWARD!\n<VIEWCOUNTREM> view remaining today
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,GET MORE REWARDS!\n<VIEWCOUNTREM> views remaining today
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,GET MORE REWARDS!\n<VIEWCOUNTREM> view remaining today
TID_CANNON_DAMAGE,Cannon Damage
TID_CANNON_HEALTH,Cannon Health
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,This player has too many friend requests pending. Please try again later.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,You have sent too many friend requests. Remove one and try again.
TID_ADD_FRIEND_ERROR_GENERIC,Could not send Friend Invite. Please try again later.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,The player you tried to add doesn't exist.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Can't invite yourself as friend!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Your friend has too many friends. Please try again later.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,You have too many friends. Remove one if you want to add new friends.
TID_HINT_26,Penny can deal a lot of damage with her splash attack if her targets line up.
TID_HINT_27,Getting a team together before a match allows you to plan before the match and pick a good combination of Brawlers.
TID_HINT_28,"Try playing friendly games to practice events, set up friendly competitions and more!"
TID_HINT_29,"After a good match with new teammates, you can press the Play Again to play another match with them!"
TID_HINT_30,Friendly games let you pick any event and map. Brawlers will also be fully upgraded!
TID_HINT_31,"Frank stops to perform his attack and Super, giving an opportunity for his opponents to get out of his range."
TID_EXPERIENCE,EXPERIENCE
TID_HINT_32,"Ticketed events don't use up the Token Bar, instead they require tickets to play."
TID_HINT_33,You can invite Club members to be your friends from the Club member list.
TID_HINT_34,You can invite people from a Team you're on to be your friends.
TID_HINT_35,"After a few good games with somebody, you can invite them to be your friend from the suggested friend list."
TID_HINT_36,You can invite people from a Team you're on to be your friends.
TID_HINT_37,You can use the advertise button to advertise your Team to your friends and Club members.
TID_COOP_GENERATED,Rumble Arena
TID_MECHANIC_KNIGHT_SKIN,DRAGON KNIGHT JESSIE
TID_FRANK_CAVEMAN_SKIN,CAVEMAN FRANK
TID_SOLO,SOLO
TID_DUO,DUO
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,Friends list is full!
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,"Too many invites active, try again later"
TID_INVITE_FRIEND_TOKEN_ERROR,Error inviting friends
TID_GOLDRUSH_9,Dark Pool
TID_TEAM_JOIN_FINISH_TUTORIAL,Finish the tutorial to join a Team
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,Login failed
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,Brawl Stars Beta is not yet available in your country. Check back later!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,Okay
TID_CROW_PHEONIX_SKIN,PHOENIX CROW
TID_MECHANIC_SUMMER_SKIN,SUMMER JESSIE
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,Your free reward is waiting for you!
TID_FREE_BOX_AVAILABLE_1,Claim your free reward now!
TID_FREE_BOX_AVAILABLE_2,Get your free reward before it disappears!
TID_FREE_BOX_AVAILABLE_3,Free rewards are waiting for you!
TID_FREE_BOX_AVAILABLE_4,Get your free reward now!
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,ROCKSTAR\nCOLT
TID_ROCKET_BEACH_SKIN_SHOP,BEACH\nBROCK
TID_CACTUS_PINK_SKIN_SHOP_OLD,PINKY\nSPIKE
TID_SHAMAN_PANDA_SKIN_SHOP,PANDA\nNITA
TID_CROW_WHITE_SKIN_SHOP,WHITE\nCROW
TID_BULL_HAIR_SKIN_SHOP,VIKING\nBULL
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,GOLD MEDALIST\nRICOCHET
TID_BARKEEP_GOLD_SKIN_SHOP,GOLDEN\nBARLEY
TID_LUCHADOR_RUDO_SKIN_SHOP,EL RUDO\nPRIMO
TID_SHOTGUN_BANDITA_SKIN_SHOP,BANDITA\nSHELLY
TID_LUCHADOR_KING_SKIN_SHOP,EL REY\nPRIMO
TID_MECHANIC_KNIGHT_SKIN_SHOP,DRAGON KNIGHT\nJESSIE
TID_FRANK_CAVEMAN_SKIN_SHOP,CAVEMAN\nFRANK
TID_MECHANIC_SUMMER_SKIN_SHOP,SUMMER\nJESSIE
TID_CROW_PHEONIX_SKIN_SHOP,PHOENIX\nCROW
TID_GOLDRUSH_10,Echo Chamber
TID_BANKHEIST_5,Fancy Fencing
TID_BATTLE_ROYALE_D7,Super Shopper
TID_BATTLE_ROYALE_8,Island Invasion
TID_BATTLE_ROYALE_6,Cavern Churn
TID_CLAN_CHAT_JUMP_TO_NEW,<count> New Messages
TID_CLAN_CHAT_NEW,NEW
TID_BANKHEIST_6,Forks Out
TID_GOLDRUSH_11,Flooded Mine
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,You must download Brawl Stars Beta from Google Play Store (only available in selected countries). Rooted devices are not currently supported. Check back later!
TID_RATE_APP_MESSAGE_ANDROID,Please rate or review Brawl Stars on Play Store to give us valuable feedback!
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE,New Google Play login
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT,Do you want to save your current game on this Google Play account?
TID_SHOWDOWN_END,SHOWDOWN!
TID_SETTINGS_FIXES_JOYSTICK,LOCKED MOVEMENT CONTROL
TID_SETTINGS_SC_ID,SUPERCELL ID
TID_LANGUAGE_LOCALIZED_NAME,English
TID_POPUP_CHANGE_LANGUAGE_TITLE,Change language?
TID_POPUP_CHANGE_LANGUAGE,Are you sure you want to change the language?
TID_SKIN_RARITY_1,<cffffff>Common</c>
TID_SKIN_RARITY_2,<c0070dd>Rare</c>
TID_SKIN_RARITY_3,<ca335ee>Epic</c>
TID_SKIN_RARITY_4,<cff8000>Legendary</c>
TID_BANKHEIST_7,Cactus Corridor
TID_BATTLE_ROYALE_9,West Wind
TID_BATTLE_ROYALE_10,Dune Drift
TID_NO_FRIENDS_GO_TO_FRIENDS,Go to Friends
TID_EVENT_MODIFIER_1,ENERGY DRINK
TID_EVENT_MODIFIER_2,ANGRY ROBO
TID_EVENT_MODIFIER_3,METEOR SHOWER
TID_EVENT_MODIFIER_4,LIFE LEECH
TID_EVENT_MODIFIER_DESC_1,Grab a randomly appearing Energy Drink to get a massive boost to your Brawler's attack damage and extra movement speed for a short while!
TID_EVENT_MODIFIER_DESC_2,An angry robot will randomly show up and attack the nearest Brawler. Watch out!
TID_EVENT_MODIFIER_DESC_3,"This is not a meteor shower that you want to stop and admire. Watch out for big, falling rocks!"
TID_BALL_4,Sneaky Fields
TID_EVENT_MODIFIER_DESC_4,"You lose health constantly, but dealing damage to enemy Brawlers will restore some of your health. Defeating a Brawler will restore you to full health! All healing abilities are reduced in power."
TID_BALL_5,BB Fort
TID_BALL_6,Super Stadium
TID_BALL_7,Puddle Splash
TID_BANKHEIST_8,Bone Tunnel
TID_EVENT_MODIFIER_DESC_3_SD,Gathering close with your friends can be dangerous when huge rocks are falling from the sky!
TID_DEFEATED_SHOWDOWN,Defeated
TID_OFFER_WATCH_AD,WATCH
TID_ERROR_REPLAY_DISABLED,Replay is not available
TID_WANTED_9,Canal Grande
TID_HOOK,GENE
TID_STAR_KEY_INFO_EXTENSION,\n\nStar Tokens are used to open Big Boxes.
TID_TEAM_OWNER_TEXT,<NAME>'s team
TID_SPECTATE_AUTO,Automatic
TID_BATTLE_ROYALE_11,Bow Wow
TID_FRIEND_POPOVER_INVITE,INVITE TO TEAM
TID_TEAM_ERROR_ALREADY_IN_ROOM,Player is already in your team!
TID_TEAM_ERROR_ALREADY_INVITED,Player is already invited!
TID_BATTLE_ROYALE_D2,Stormy Plains
TID_UNDERTAKER_GREASER_SKIN,ROCKABILLY MORTIS
TID_COMMUNITY_PROPS,Community map!\n\nConcept by:\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,Hot Maze
TID_TEAM_INVITE_ALREADY_IN_TEAM,Player is already in a team!
TID_HINT_38,A rotating blue circle under a Brawler means their Super is ready!
TID_HINT_39,A rotating yellow circle under a Brawler means they are currently targeting their Super!
TID_EVENT_NOT_AVAILABLE,No Event
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,No video available. Check back later!
TID_SHOP_NOT_AVAILABLE,not available
TID_UNDERTAKER_GREASER_SKIN_SHOP,ROCKABILLY\nMORTIS
TID_HINT_40,Connect to Supercell ID from the settings screen to keep your account safe and play with multiple devices. You also get a free skin by doing this!
TID_GACHA_VIDEO_REWARD_RECEIVED,Extra rewards added!
TID_BUTTON_NAVI_SHOP,SHOP
TID_BUTTON_NAVI_SOCIAL,SOCIAL
TID_BUTTON_NAVI_BRAWLERS,BRAWLERS
TID_BRAWL_TICKETS_BUTTON,PLAY
TID_HOME_SCREEN_INVITE,INVITE
TID_HINT_41,Your Total trophy count is a combination of all your Brawlers' individual trophies.
TID_GOAL,<name> scored!
TID_EVENT_MODIFIER_5,HEALING MUSHROOMS
TID_EVENT_MODIFIER_DESC_5,Healing mushrooms appear randomly! They will heal everything close to them for a while.
TID_EVENT_MODIFIER_DESC_5_SD,Healing mushrooms appear randomly! Gathering close with your friends will prevent the mushrooms from growing.
TID_NINJA,LEON
TID_ANIMAL,ANIMAL
TID_HINT_42,"When not attacking or taking damage for a while, your Brawler starts to heal up."
TID_HOOK_SHORT_DESC,SUPPORT
TID_HOOK_DESC,Gene uses his magic lamp to shoot a splitting projectile. His super is a magical hand that grabs and pulls enemies close!
TID_SPEC_ABI_HOOK,Magic Puffs
TID_SPEC_ABI_HOOK_DESC,Gene heals all friendly Brawlers around him for <c00cc00><VALUE1></c> health per second.
TID_HOOK_WEAPON,SMOKE BLAST
TID_HOOK_ULTI,MAGIC HAND
TID_HOOK_WEAPON_DESC,"Gene shoots a solid ball of magical smoke from his lamp. If the ball doesn't hit a target, it splits up and spreads the damage in a cone."
TID_HOOK_ULTI_DESC,"Gene launches a magical hand from his lamp. If the hand hits an enemy, they get pulled back to Gene's location!"
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,Cool dude!
TID_CLUSTER_BOMB_DUDE_DESC,Cool dude who can float above water with his hoverboard!
TID_SPEC_ABI_HOVERBOARD,Supercharged hoverboard
TID_SPEC_ABI_HOVERBOARD_DESC,When full ammo hoverboard gets supercharged and brawler can move a lot faster
TID_CLUSTER_BOMB_DUDE_WEAPON,Submachine Gun
TID_CLUSTER_BOMB_DUDE_ULTI,Cluster Bomb
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,Fires fast!
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,Boom!
TID_NINJA_SHORT_DESC,STEALTHY ASSASSIN
TID_NINJA_DESC,Leon shoots a quick salvo of blades at his target. His Super trick is a smoke bomb that makes him invisible for a little while!
TID_SPEC_ABI_SPEED_INVISIBLE,Smoke Trails
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,"When Leon uses his Super, he gains a boost of movement speed for the duration of his invisibility."
TID_NINJA_WEAPON,SPINNER BLADES
TID_NINJA_ULTI,SMOKE BOMB
TID_NINJA_WEAPON_DESC,Leon flicks his wrist and fires four Spinner Blades. The blades deal less damage the farther they travel.
TID_NINJA_ULTI_DESC,"Leon becomes invisible for 8 seconds. If he attacks, he will be revealed. Enemies close to Leon will be able to spot him."
TID_ANIMAL_SHORT_DESC,Paladin
TID_ANIMAL_DESC,Can protect the team and take a lot of damage
TID_SPEC_ABI_HEAL_FOREST,Bushmaster
TID_SPEC_ABI_HEAL_FOREST_DESC,Heals <c00cc00><VALUE1></c> health per second in bushes
TID_ANIMAL_WEAPON,Claws
TID_ANIMAL_ULTI,Tough Skin
TID_ANIMAL_WEAPON_DESC,Hits with claws multiple times
TID_ANIMAL_ULTI_DESC,Skin grows super tough for 5 sec decreasing all damage received by 50% for the duration
TID_STAT_DAMAGE_PER_CLUSTER,Damage per cluster
TID_STAT_DAMAGE_PER_SHURIKEN,Damage per blade at close range
TID_STAT_INVISIBLE,Smoke Bomb
TID_STAT_SHIELD,Shield
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>Players vs Boss</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,Three players vs BOSS ROBOT
TID_GAME_MODE_10,BOSS FIGHT
TID_RAID_BOSS_INTRO_TEXT,Defeat the Boss
TID_RAID_1,Boss Robot Arena
TID_GAME_MODE_10_DESC,"Can you beat the formidable Boss Robot? Join forces with two teammates and take down this monster. You can get back in the fight as long as at least one of your teammates is standing. If everyone falls, it's game over!\n\nBoss Fights increase in Challenge, from Normal all the way to Insane, every time you manage to beat the Boss."
TID_TEAM_MATE_GONE,<ccccc00>Teammate defeated!</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>Both teammates defeated!</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>Boss is ANGRY!</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>Boss is FURIOUS!</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>Boss is ENRAGED!</c>
TID_RAID_BOSS_DIFFICULTY_0,Normal
TID_RAID_BOSS_DIFFICULTY_1,Hard
TID_RAID_BOSS_DIFFICULTY_2,Expert
TID_RAID_BOSS_DIFFICULTY_3,Master
TID_RAID_BOSS_DIFFICULTY_4,Insane
TID_RAID_BOSS_DIFFICULTY_5,Insane II
TID_RAID_BOSS_DIFFICULTY_6,Insane III
TID_RAID_BOSS_DIFFICULTY_7,Insane IV
TID_RAID_BOSS_DIFFICULTY_8,Insane V
TID_RAID_BOSS_DIFFICULTY_9,Insane VI
TID_RAID_BOSS_DIFFICULTY_10,Insane VII
TID_RAID_BOSS_DIFFICULTY_11,Insane VIII
TID_RAID_BOSS_DIFFICULTY_12,Insane IX
TID_RAID_BOSS_DIFFICULTY_13,Insane X
TID_RAID_BOSS_DIFFICULTY_14,Insane XI
TID_RAID_BOSS_DIFFICULTY_15,Insane XII
TID_RAID_BOSS_DIFFICULTY_16,Insane XIII
TID_RAID_BOSS_DIFFICULTY_17,Insane XIV
TID_RAID_BOSS_DIFFICULTY_18,Insane XV
TID_RAID_BOSS_DIFFICULTY_19,Insane XVI
TID_MODES_NEW_EVENT,NEW EVENT!
TID_MODES_NEW_EVENTS,NEW EVENTS!
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_1,BATTLING
TID_TEAM_MEMBER_STATUS_NEW_2,AWAY
TID_TEAM_MEMBER_STATUS_NEW_3,
TID_TEAM_MEMBER_STATUS_NEW_4,MATCHMAKE
TID_TEAM_MEMBER_STATUS_NEW_5,END SCREEN
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_7,SPECTATING
TID_TEAM_MEMBER_STATUS_NEW_8,PRACTICING
TID_TEAM_MEMBER_STATUS_NEW_9,TYPING...
TID_TEAM_MEMBER_STATUS_NEW_10,CHOOSING BRAWLER
TID_TEAM_MEMBER_STATUS_NEW_11,BROWSING EVENTS
TID_TEAM_MEMBER_STATUS_NEW_READY,READY
TID_BUTTON_SPECTATE,SPECTATE
TID_NEW_EVENT_IN,New Event in: <TIME>
TID_NEW_EVENT_NOW,NEW EVENT AVAILABLE!
TID_SHOP_TITLE,SHOP
TID_SELECT_EVENT_TITLE,CHOOSE EVENT
TID_HERO_LIST_LABEL_NEW,BRAWLERS <c53C5F7><COUNT>/<TOTAL></c>
TID_KEY_COUNTER,<VALUE><c7984a8>/<MAX></c>
TID_ONLINE_TAB_1,ONLINE PLAYERS
TID_ONLINE_TAB_2,TEAM CHAT
TID_ONLINE_TAB_3,CLUB CHAT
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,Join a Club to access the Club Chat
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,Team Up with other players to access Team Chat
TID_NO_BAND_GO_TO_BANDS,Go to Clubs
TID_SHARE_TEAM_CODE_NO_CODE,Wait for the code to be generated before sharing!
TID_TEAM_TEAMCODE_YOURS,Your team code
TID_BACK_BUTTON,LEAVE TEAM
TID_BARLEY_WIZARD_SKIN,WIZARD BARLEY
TID_EVENT_LOCKED_TROPHIES,Win more trophies to unlock Event
TID_SHOTGUN_STAR_SKIN,STAR SHELLY
TID_PARTY_MODE_TITLE,FRIENDLY GAME
TID_BUTTON_PARTY_MODE,CREATE
TID_LEAVE_TEAM_TITLE,TEAM
TID_LEAVE_TEAM_TXT,LEAVE
TID_PARTY_MODE_DESC,"Friendly games don't reward trophies, but you can practice any regular event or set up a friendly competition!\n\nAll Brawlers are fully upgraded in Friendly games."
TID_HEROES_TO_BE_UNLOCKED,BRAWLERS TO BE UNLOCKED
TID_NITA_REINDEER_SKIN,RED NOSE NITA
TID_PENNY_ELF_SKIN,LIL HELPER PENNY
TID_DYNAMIKE_SANTA_SKIN,SANTAMIKE
TID_DYNAMIKE_CHEF_SKIN,SPICY MIKE
TID_BROCK_BOOMBOX_SKIN,BOOM BOX BROCK
TID_EVENT_SLOT_NAME_1,GEM GRAB
TID_EVENT_SLOT_NAME_2,SHOWDOWN
TID_EVENT_SLOT_NAME_3,DAILY EVENTS
TID_EVENT_SLOT_NAME_4,SPECIAL EVENTS
TID_EVENT_SLOT_NAME_7,TICKETED EVENTS
TID_PENNY_ELF_SKIN_SHOP,LIL HELPER\nPENNY
TID_DYNAMIKE_SANTA_SKIN_SHOP,SANTAMIKE
TID_DYNAMIKE_CHEF_SKIN_SHOP,SPICY MIKE
TID_BROCK_BOOMBOX_SKIN_SHOP,BOOM BOX\nBROCK
TID_NITA_REINDEER_SKIN_SHOP,RED NOSE\nNITA
TID_EVENT_STARTS_IN,Event Starts in: <TIME>
TID_UNDERTAKER_HAT_SKIN,TOP HAT MORTIS
TID_CREATE_ROOM_CODE,CREATE TEAM CODE
TID_EVENT_LOCKED_TEAM,This event doesn't support playing in Teams!
TID_EVENT_PREVIEW_TITLE,EVENT INFO
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,Survive the Arena
TID_GAME_MODE_6_SOLO_DUO_DESC,"Go alone or with a partner to fight in the Showdown Arena! Whoever's still standing at the end wins.\n\nCollect Power Cubes to increase your Health and Attack damage. There are poison clouds closing in, so keep moving!"
TID_INVITE_PENDING,INVITING
TID_JOIN_REQUEST_PENDING,JOINING
